"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","100","Liczba roslin: ","390","Liczba zwierzat: ","21","Liczba wolnych pol : ","489","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","55,86","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","101","Liczba roslin: ","393","Liczba zwierzat: ","21","Liczba wolnych pol : ","486","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","56,76","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","102","Liczba roslin: ","393","Liczba zwierzat: ","21","Liczba wolnych pol : ","486","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","59,10","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","103","Liczba roslin: ","394","Liczba zwierzat: ","21","Liczba wolnych pol : ","485","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","60,95","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","104","Liczba roslin: ","398","Liczba zwierzat: ","21","Liczba wolnych pol : ","482","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","60,90","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","105","Liczba roslin: ","398","Liczba zwierzat: ","21","Liczba wolnych pol : ","481","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","63,24","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","106","Liczba roslin: ","400","Liczba zwierzat: ","21","Liczba wolnych pol : ","479","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","64,62","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","107","Liczba roslin: ","401","Liczba zwierzat: ","21","Liczba wolnych pol : ","478","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","66,48","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","108","Liczba roslin: ","403","Liczba zwierzat: ","21","Liczba wolnych pol : ","477","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","67,86","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","109","Liczba roslin: ","404","Liczba zwierzat: ","22","Liczba wolnych pol : ","476","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","66,50","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","110","Liczba roslin: ","405","Liczba zwierzat: ","23","Liczba wolnych pol : ","475","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","65,22","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","111","Liczba roslin: ","408","Liczba zwierzat: ","24","Liczba wolnych pol : ","471","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","63,17","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","112","Liczba roslin: ","410","Liczba zwierzat: ","25","Liczba wolnych pol : ","469","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","61,64","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","113","Liczba roslin: ","414","Liczba zwierzat: ","26","Liczba wolnych pol : ","462","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","59,04","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","114","Liczba roslin: ","416","Liczba zwierzat: ","27","Liczba wolnych pol : ","460","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","57,70","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","115","Liczba roslin: ","417","Liczba zwierzat: ","28","Liczba wolnych pol : ","457","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","56,79","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","116","Liczba roslin: ","420","Liczba zwierzat: ","29","Liczba wolnych pol : ","454","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","54,86","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","117","Liczba roslin: ","423","Liczba zwierzat: ","29","Liczba wolnych pol : ","449","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","55,24","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","118","Liczba roslin: ","424","Liczba zwierzat: ","30","Liczba wolnych pol : ","449","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","54,40","Srednia dlugosc zycia martwych: ","21,60"
"Dzien symulacji: ","119","Liczba roslin: ","427","Liczba zwierzat: ","29","Liczba wolnych pol : ","445","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","56,66","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","120","Liczba roslin: ","429","Liczba zwierzat: ","29","Liczba wolnych pol : ","443","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","57,38","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","121","Liczba roslin: ","431","Liczba zwierzat: ","29","Liczba wolnych pol : ","443","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","58,10","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","122","Liczba roslin: ","437","Liczba zwierzat: ","30","Liczba wolnych pol : ","437","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","55,50","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","123","Liczba roslin: ","438","Liczba zwierzat: ","32","Liczba wolnych pol : ","436","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","52,91","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","124","Liczba roslin: ","437","Liczba zwierzat: ","32","Liczba wolnych pol : ","435","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","54,41","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","125","Liczba roslin: ","435","Liczba zwierzat: ","32","Liczba wolnych pol : ","434","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","56,22","Srednia dlugosc zycia martwych: ","21,83"
"Dzien symulacji: ","126","Liczba roslin: ","438","Liczba zwierzat: ","31","Liczba wolnych pol : ","432","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","58,32","Srednia dlugosc zycia martwych: ","21,73"
"Dzien symulacji: ","127","Liczba roslin: ","433","Liczba zwierzat: ","31","Liczba wolnych pol : ","437","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","61,19","Srednia dlugosc zycia martwych: ","21,73"
"Dzien symulacji: ","128","Liczba roslin: ","430","Liczba zwierzat: ","31","Liczba wolnych pol : ","439","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","63,42","Srednia dlugosc zycia martwych: ","21,73"
"Dzien symulacji: ","129","Liczba roslin: ","430","Liczba zwierzat: ","31","Liczba wolnych pol : ","440","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","64,68","Srednia dlugosc zycia martwych: ","21,73"
"Dzien symulacji: ","130","Liczba roslin: ","431","Liczba zwierzat: ","31","Liczba wolnych pol : ","439","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","65,61","Srednia dlugosc zycia martwych: ","21,73"
"Dzien symulacji: ","131","Liczba roslin: ","429","Liczba zwierzat: ","29","Liczba wolnych pol : ","444","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","72,24","Srednia dlugosc zycia martwych: ","22,48"
"Dzien symulacji: ","132","Liczba roslin: ","430","Liczba zwierzat: ","29","Liczba wolnych pol : ","442","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","73,31","Srednia dlugosc zycia martwych: ","22,48"
"Dzien symulacji: ","133","Liczba roslin: ","428","Liczba zwierzat: ","28","Liczba wolnych pol : ","445","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","77,79","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","134","Liczba roslin: ","424","Liczba zwierzat: ","28","Liczba wolnych pol : ","448","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","80,71","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","135","Liczba roslin: ","427","Liczba zwierzat: ","30","Liczba wolnych pol : ","448","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","75,67","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","136","Liczba roslin: ","428","Liczba zwierzat: ","31","Liczba wolnych pol : ","443","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","74,16","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","137","Liczba roslin: ","431","Liczba zwierzat: ","31","Liczba wolnych pol : ","438","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","73,81","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","138","Liczba roslin: ","432","Liczba zwierzat: ","32","Liczba wolnych pol : ","438","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","72,38","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","139","Liczba roslin: ","433","Liczba zwierzat: ","32","Liczba wolnych pol : ","435","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","73,25","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","140","Liczba roslin: ","437","Liczba zwierzat: ","33","Liczba wolnych pol : ","434","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","70,94","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","141","Liczba roslin: ","439","Liczba zwierzat: ","33","Liczba wolnych pol : ","431","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","71,45","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","142","Liczba roslin: ","442","Liczba zwierzat: ","34","Liczba wolnych pol : ","428","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","69,53","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","143","Liczba roslin: ","443","Liczba zwierzat: ","34","Liczba wolnych pol : ","425","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","70,29","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","144","Liczba roslin: ","446","Liczba zwierzat: ","34","Liczba wolnych pol : ","420","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","70,47","Srednia dlugosc zycia martwych: ","22,38"
"Dzien symulacji: ","145","Liczba roslin: ","447","Liczba zwierzat: ","34","Liczba wolnych pol : ","421","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","71,24","Srednia dlugosc zycia martwych: ","22,29"
"Dzien symulacji: ","146","Liczba roslin: ","450","Liczba zwierzat: ","36","Liczba wolnych pol : ","420","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","67,39","Srednia dlugosc zycia martwych: ","22,29"
"Dzien symulacji: ","147","Liczba roslin: ","453","Liczba zwierzat: ","38","Liczba wolnych pol : ","414","Najpopularniejszy genotyp: ","[4, 5, 0, 6, 6, 1, 5, 1]","Sredni poziom energii zyjacych: ","63,89","Srednia dlugosc zycia martwych: ","22,29"
"Dzien symulacji: ","148","Liczba roslin: ","450","Liczba zwierzat: ","37","Liczba wolnych pol : ","417","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","67,35","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","149","Liczba roslin: ","445","Liczba zwierzat: ","39","Liczba wolnych pol : ","422","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","65,97","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","150","Liczba roslin: ","439","Liczba zwierzat: ","40","Liczba wolnych pol : ","425","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","66,08","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","151","Liczba roslin: ","436","Liczba zwierzat: ","41","Liczba wolnych pol : ","427","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","65,66","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","152","Liczba roslin: ","431","Liczba zwierzat: ","42","Liczba wolnych pol : ","433","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","65,71","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","153","Liczba roslin: ","432","Liczba zwierzat: ","43","Liczba wolnych pol : ","428","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","64,58","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","154","Liczba roslin: ","435","Liczba zwierzat: ","44","Liczba wolnych pol : ","425","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","63,02","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","155","Liczba roslin: ","435","Liczba zwierzat: ","45","Liczba wolnych pol : ","422","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","62,18","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","156","Liczba roslin: ","439","Liczba zwierzat: ","46","Liczba wolnych pol : ","420","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","60,48","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","157","Liczba roslin: ","441","Liczba zwierzat: ","46","Liczba wolnych pol : ","415","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","60,35","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","158","Liczba roslin: ","439","Liczba zwierzat: ","46","Liczba wolnych pol : ","418","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","61,09","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","159","Liczba roslin: ","438","Liczba zwierzat: ","47","Liczba wolnych pol : ","419","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","60,49","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","160","Liczba roslin: ","433","Liczba zwierzat: ","47","Liczba wolnych pol : ","421","Najpopularniejszy genotyp: ","[5, 3, 3, 7, 4, 0, 5, 6]","Sredni poziom energii zyjacych: ","62,04","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","161","Liczba roslin: ","433","Liczba zwierzat: ","51","Liczba wolnych pol : ","424","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","57,55","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","162","Liczba roslin: ","435","Liczba zwierzat: ","52","Liczba wolnych pol : ","419","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","56,40","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","163","Liczba roslin: ","435","Liczba zwierzat: ","54","Liczba wolnych pol : ","416","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","54,61","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","164","Liczba roslin: ","435","Liczba zwierzat: ","55","Liczba wolnych pol : ","414","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","53,89","Srednia dlugosc zycia martwych: ","22,19"
"Dzien symulacji: ","165","Liczba roslin: ","435","Liczba zwierzat: ","54","Liczba wolnych pol : ","418","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","55,19","Srednia dlugosc zycia martwych: ","22,24"
"Dzien symulacji: ","166","Liczba roslin: ","435","Liczba zwierzat: ","54","Liczba wolnych pol : ","422","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","55,48","Srednia dlugosc zycia martwych: ","22,21"
"Dzien symulacji: ","167","Liczba roslin: ","430","Liczba zwierzat: ","55","Liczba wolnych pol : ","421","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","55,65","Srednia dlugosc zycia martwych: ","22,21"
"Dzien symulacji: ","168","Liczba roslin: ","427","Liczba zwierzat: ","55","Liczba wolnych pol : ","424","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","56,29","Srednia dlugosc zycia martwych: ","22,21"
"Dzien symulacji: ","169","Liczba roslin: ","424","Liczba zwierzat: ","56","Liczba wolnych pol : ","426","Najpopularniejszy genotyp: ","[3, 1, 4, 5, 5, 6, 5, 4]","Sredni poziom energii zyjacych: ","55,89","Srednia dlugosc zycia martwych: ","22,21"
"Dzien symulacji: ","170","Liczba roslin: ","427","Liczba zwierzat: ","58","Liczba wolnych pol : ","426","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","53,48","Srednia dlugosc zycia martwych: ","22,21"
"Dzien symulacji: ","171","Liczba roslin: ","427","Liczba zwierzat: ","57","Liczba wolnych pol : ","423","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","54,47","Srednia dlugosc zycia martwych: ","23,28"
"Dzien symulacji: ","172","Liczba roslin: ","421","Liczba zwierzat: ","58","Liczba wolnych pol : ","430","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","54,76","Srednia dlugosc zycia martwych: ","23,09"
"Dzien symulacji: ","173","Liczba roslin: ","420","Liczba zwierzat: ","56","Liczba wolnych pol : ","427","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","57,14","Srednia dlugosc zycia martwych: ","22,97"
"Dzien symulacji: ","174","Liczba roslin: ","414","Liczba zwierzat: ","56","Liczba wolnych pol : ","432","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","58,46","Srednia dlugosc zycia martwych: ","22,97"
"Dzien symulacji: ","175","Liczba roslin: ","409","Liczba zwierzat: ","56","Liczba wolnych pol : ","439","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","59,61","Srednia dlugosc zycia martwych: ","22,95"
"Dzien symulacji: ","176","Liczba roslin: ","404","Liczba zwierzat: ","56","Liczba wolnych pol : ","442","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","60,75","Srednia dlugosc zycia martwych: ","22,93"
"Dzien symulacji: ","177","Liczba roslin: ","400","Liczba zwierzat: ","56","Liczba wolnych pol : ","447","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","61,71","Srednia dlugosc zycia martwych: ","22,93"
"Dzien symulacji: ","178","Liczba roslin: ","402","Liczba zwierzat: ","57","Liczba wolnych pol : ","447","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","60,51","Srednia dlugosc zycia martwych: ","23,51"
"Dzien symulacji: ","179","Liczba roslin: ","401","Liczba zwierzat: ","57","Liczba wolnych pol : ","448","Najpopularniejszy genotyp: ","[4, 7, 1, 4, 3, 0, 0, 7]","Sredni poziom energii zyjacych: ","60,91","Srednia dlugosc zycia martwych: ","23,48"
"Dzien symulacji: ","180","Liczba roslin: ","400","Liczba zwierzat: ","60","Liczba wolnych pol : ","448","Najpopularniejszy genotyp: ","[5, 0, 5, 3, 5, 3, 2, 0]","Sredni poziom energii zyjacych: ","58,20","Srednia dlugosc zycia martwych: ","23,39"
"Dzien symulacji: ","181","Liczba roslin: ","398","Liczba zwierzat: ","58","Liczba wolnych pol : ","451","Najpopularniejszy genotyp: ","[5, 0, 5, 3, 5, 3, 2, 0]","Sredni poziom energii zyjacych: ","60,76","Srednia dlugosc zycia martwych: ","24,36"
"Dzien symulacji: ","182","Liczba roslin: ","399","Liczba zwierzat: ","58","Liczba wolnych pol : ","446","Najpopularniejszy genotyp: ","[5, 0, 5, 3, 5, 3, 2, 0]","Sredni poziom energii zyjacych: ","60,79","Srednia dlugosc zycia martwych: ","24,26"
